DESIGNATION	REFERENCE	QUANTITE	PRIX UNITAIRE
PAQUET ELECTRODE G49-D 4	G49-D 4	1.00	250.0000
PAQUET ELECTRODE 3,15X200-2000	3,15X200-2000	2.00	97.1600
COMMUTATEUR 3 POSITIONS	3P	2.00	60.0000
CABLE SIGNAL SOUPLE 7X1	7X1	23.00	30.0000
VIS TC 5X20	5X20	30.00	0.4500
CHAPES A PICOTS PP 16M/M	PP 16M/M	2000.00	0.1200
HUILE MEGA-40 20LT	MEGA-40 20LT	20.00	35.2500
JEU PANNEAU LATERAL 2000X500	2000X500	1.00	1000.0000
ARMOIRE METALIQUE COMPLET INGELEC 2000X800X500	INGELEC 2000X800X500	1.00	4200.0000
BARRE EN CUIVRE 50X5 8,90KG/4M	50X5	8.90	170.0000
SUPPORT JEU DE BARRE UNIVERSEL 5MM	5MM	2.00	440.0000
CHEVILLE PLASTIC D10	D10	60.00	0.5000
TOLE PLANE STRIEE 20/10X3/5	20/10X3/5	3.00	1450.0000
FER A U D120	D120	10.00	1150.0000
BARRETTE DE CONNEXION 16mm²	16mm²	10.00	15.4000
COSSE A SERTIR 240MM²T12	240MM²T12	6.00	50.0000
HUILE SPINDLE-10W	SPINDLE-10W	20.00	35.4000
COURROIE C-208	C-208	2.00	410.0000
BARRETTE DE CONNEXION 6mm²	6mm²	10.00	6.6000
SOCLE 800X500X100 SAMD85100	800X500X100	1.00	350.0000
VIS A RONDELLE 6X12	6X12	100.00	2.0000
BARRETTE DE CONNEXION 10mm²	10mm²	10.00	9.0000
VIS TIREFOND 6X60	6X60	50.00	0.5000
PORTE ROULEAU COURT UNIVERSEL 10CM	10CM	1.00	6.0000
SCOTCH TRANSPARENT 50mmX100M	50mmX100M	360.00	9.8000
RAIL DIN PERFORE 2M	2M	3.00	60.0000
CABLE ELECTRIQUE RIGIDE RO2V-1X240mm²	RO2V-1X240mm²	114.00	325.0000
CABLE ELECTRIQUE RIGIDE RO2V-1X150mm²	RO2V-1X150mm²	45.00	205.0000
INTERRUPTEUR SECTIONNEUR TETRAPOLAIRE & POIGNEE 4P 400A	4P 400A	1.00	2400.0000
CABLE ELECTRIQUE RIGIDE RO2V-1X120mm²	RO2V-1X120mm²	38.00	167.0000
COSSE A SERTIR 150MM²T12	150MM²T12	6.00	25.0000
ROULEAU PEINTURE 10CM	10CM	1.00	8.0000
ECROU COULISSANT D6	D6	100.00	2.8000
RONDELLE PLATE D6	D6	100.00	0.2000
TOLE PERFORE 2000X1000X8-TR=14	2000X1000X8-TR=14	1.00	3950.0000
GELATINE DIRASOL 25-0,9KG	DIRASOL 25-0,9KG	12.00	115.0000
CATALYSEUR-CHIMIQUE FIXAPLAST	FIXAPLAST	10.00	30.0000
ELECTROVANNE V2/2-G1/4" A BOBINE 24 VDC & CONNECTEUR	24 VDC	6.00	785.0000
COLLIER COLSONG 3,6X200	3,6X200	300.00	0.2500
FLUIDE DE REVETEMENT ANTI-FRICTION EN AEROSOL D-321R	D-321R	2.00	540.0000
FER PLAT 60X8X6000mm	60X8X6000mm	4.00	310.0000
SUPPORT OMEGA MULTIFONCTION 20 GS	20 GS	12.00	35.0000
VIS TIREFOND 8X50	8X50	20.00	0.8000
VERRE SOUDEUR 105X50	105X50	4.00	4.0000
BOULON TH 6X25	6X25	50.00	0.5500
BOULON TH 6X20	6X20	50.00	0.4000
BOULON TH 6X30	6X30	50.00	0.7500
VIS TIREFOND 8X50	8X50	50.00	0.8000
DISQUE A TRONCONNER 230X1,9X22,23	230X1,9X22,23	10.00	14.0000
BOBINE FEUILLARD EN POLYPROPYLENE PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	10.00	320.0000
TUYAU AIR NOIRD8	D8	10.00	20.0000
PAQUET CHEVILLE PLASTIC-50 UNITES D12	D12	2.00	18.0000
TUYEAU DOUBLE PAROIE D60	D60	5.50	15.0000
MESURE CENTIGRAFFE 5MTS-7000/5	5MTS-7000/5	1.00	70.0000
COMMUTATEUR LUMINEUX C2LB	C2LB	2.00	95.0000
COSSE ISOLE ROND 6mm²	6mm²	50.00	0.6000
CHEMIN DE CABLE 200/60	200/60	51.00	57.0000
COLLIER COLSONG 3,5X200	3,5X200	300.00	0.2500
POINCON SUPERIEUR-25X40 5881-155	5881-155	10.00	2860.0000
POINCON INFERIEUR-20X20 2030-155	2030-155	10.00	1265.0000
SUPPORT OMEGA MULTIFONCTION 20 GS	20 GS	20.00	35.0000
COLLIER COLSONG 3,5X250	3,5X250	200.00	0.2500
TOLE PLANE STRIEE 20/10X3/5	20/10X3/5	7.00	1450.0000
POINCON INFERIEUR-25X40 5492-155	5492-155	6.00	2860.0000
COLLIER COLSONG 4,7X370	4,7X370	200.00	0.5000
POUTRELLE IPE 160X6MTS	160X6MTS	5.00	1360.0000
EMBOUT 2,5	EMBOUT 2,5	100.00	0.2500
POINCON SUPERIEUR-20X20 1620-155	1620-155	25.00	1265.0000
PAQUET ELECTRODE G49-D 4	G49-D 4	1.00	250.0000
EMBOUT 1,5	EMBOUT 1,5	100.00	0.1500
PAQUET CHEVILLE PLASTIC D12	D12	2.00	10.0000
PLAQUE MATIERE E24 2200X400-EP=15 MM	2200X400-EP=15 MM	2.00	3080.0000
RAPPORTEUR ANGLE NUMERIQUE 722-360-01 Precision:0,05	722-360-01 Precision:0,05	1.00	1300.0000
COLLIER COLSONG 4,5X300	4,5X300	300.00	0.5000
FILTRE A GASOIL 1R0750	1R0750	1.00	150.0000
COUDE MF 2"	2"	1.00	48.0000
DEVIDOIR MANUEL ATYT	ATYT	4.00	80.0000
TUYAU OREGON D90	D90	20.00	106.0000
ECROU D30	D30	4.00	11.0000
TUBE FLEXIBLE 4X6	4X6	10.00	6.6700
COLLIER SERRAGE 44X47 RENF	44X47 RENF	4.00	11.5000
PILE PETIT FORMAT SONY	SONY	4.00	7.5000
MANCHE DE PELLE SS	SS	2.00	10.0000
DISQUE A TRONCONNER 230X1,9X22,23	230X1,9X22,23	5.00	13.0000
HUILE MEGA-40 20LT	MEGA-40 20LT	20.00	35.2500
PILE ALKALINE KODAK 9V	9V	2.00	8.0000
FER A U D100	D100	1.00	900.0000
DISQUE A TRONCONNER 125X1,6X22,23	125X1,6X22,23	23.00	16.6700
MESURE CENTIGRAFFE 5MTS-7000/5	5MTS-7000/5	1.00	70.0000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
DISQUE A TRONCONNER 230X6,5X22,23	230X6,5X22,23	4.00	25.0000
TUYEAU MEGASPIR D40	D40	2.00	48.0000
TUYEAU MEGASPIR D40	D40	2.30	48.0000
ADAPTEUR MM BSP 3/4 BSP 3/4	MM BSP 3/4 BSP 3/4	3.00	25.0000
TUBE FLEXIBLE 6X8	6X8	10.00	8.0000
ROULEMENT 307-NU	307-NU	1.00	350.0000
ELECTRODE INOX 3,25X350mm	3,25X350mm	55.00	8.0000
COURROIE A-67	A-67	4.00	67.0000
TUYEAU FLEXIBLE D.INT 45-MTS	D.INT 45	8.00	130.0000
COLLIER SERRAGE 52X55-RENF	52X55-RENF	6.00	15.0000
CARTOUCHE FILTRE-EAU 1"	1"	1.00	140.0000
CADENA LAITON 38MM	38MM	2.00	20.0000
GANT CUIR TYPE CONDUCTEUR CAT II NORME EN 388-T 9	CAT II NORME EN 388-T 9	1.00	35.0000
GRAISSE MULTITEK 2 EN KG	MULTITEK 2 EN KG	18.00	43.8800
GANT CUIR M/C	M/C	40.00	12.0000
CABLE RVK 4X25	4X25	35.00	160.0000
CHAPES A PICOTS PP 16M/M	PP 16M/M	6000.00	0.1200
MANOMETRE D 50 0-10 BAR-R/V-1/4"	D 50 0-10 BAR-R/V-1/4"	2.00	35.0000
LAMPE ELECTRIQUE LED E27-15W	E27-15W	4.00	20.0000
AXE 28X20X108-CNF	28X20X108-CNF	120.00	48.0000
CHAINE DOUBLE(metres) 10B2-PAS=5/8	10B2-PAS=5/8	5.00	135.0000
PIGNON ALESE D20-TR=6	20	100.00	13.0000
CABLE ELECTRIQUE SOUPLE 1X6mm²	1X6mm²	10.00	9.5000
ECROU ACIER D20	D20	40.00	3.0000
ADHERENT COURROIE ALCON.V BELT DRIVING 500 ML	500 ML	2.00	45.0000
COUDE PVC D21	D21	10.00	25.0000
ROULEMENT 204-UC	204-UC	2.00	33.3400
PAQUET ELECTRODE 3,15X200-2000	3,15X200-2000	2.00	115.0000
VIS TC 20X110	20X110	20.00	17.0000
CONTACTEUR LC1 D32-220V	LC1 D32-220V	3.00	695.0000
VIS TC 20X100	20X100	2.00	14.0000
CHAINE SIMPLE(metres) 08B1-PAS 1/2	08B1-PAS 1/2	5.00	58.3400
RONDELLE PLATE D12	D12	50.00	0.2000
VIS TC 8X25	8X25	50.00	1.5000
RONDELLE PLATE 6X30	6X30	50.00	0.2500
REDUCTION N°241-11/2"X1/2"	11/2"X1/2"	2.00	17.0000
MANCHON FF 1"	FF 1"	2.00	41.6700
HUILE VP SAE-90	VP SAE-90	20.00	33.0000
ADAPTEUR BSP 1/2X1/2	BSP 1/2X1/2	2.00	16.6700
VIS TC 4X20	4X20	20.00	0.4000
ROULEMENT 6204	6204	2.00	65.0000
EXTRACTEUR 1350 TR/MIN HCBT/4-400/H-A	1350 TR/MIN HCBT/4-400/H-A	1.00	3600.0000
POMPE EAU REBOBINEE	P.S	1.00	800.0000
VIBREUR REBOBINE 300W-2750 T/MIN	300W-2750 T/MIN	1.00	600.0000
VANNE A BOISSEAU SPHERIQUE 1/2	1/2	2.00	33.3400
PAQUET COLLIER COLSONG 4,5X250(100 unites)	4,5X250	1.00	25.0000
VIS TF 16X60	16X60	18.00	7.0000
COURROIE B-151	B-151	8.00	210.0000
MANCHON N°270-D=1"	N°270-D=1"	2.00	16.0000
ADAPTEUR BSP 3/4	BSP 3/4	2.00	25.0000
ECROU ACIER D20	D20	17.00	2.5000
ECROU D16	D16	18.00	2.0000
SELECTEUR-3 POS 16A-TYPE S16-POLES 1	3 POS 16A-TYPE S16-POLES 1	1.00	220.0000
COURROIE PJ711	PJ711	2.00	117.0000
HUILE HYDRAULIQUE-46	HYDRAULIQUE-46	400.00	36.6000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
TIGE RECTIFIE/2 EXTREMITES-20X200	20X200	4.00	100.0000
FLEXIBLE A BAGUE R1-3/8	R1-3/8	1.00	180.0000
HUILE 15W-40 5L	15W-40	6.00	210.0000
PIGNON ALESE D20-TR=8	20	8.00	50.0000
MANCHE BALAI NYLON diam 24mm-longueur 1,25 mts	diam 24mm-longueur 1,25 mts	14.00	10.2000
BALAI NYLON SS	SS	12.00	16.5000
CONTACTEUR LC1 D95-110V	LC1 D95-110V	1.00	1600.0000
MOULE 25X40-2 SORTIES COMPLET-POINC SUP ET INF	25X40-2 SORTIES COMPLET-POINC SUP ET INF	1.00	115390.0000
TIGE FILETE D16MMX1000MM	D16MMX1000MM	1.00	38.0000
TIGE FILETE D14MMX1000MM	D14MMX1000MM	1.00	30.0000
TIGE FILETE D10MMX1000MM	D10MMX1000MM	2.00	15.0000
SCOTCH TRANSPARENT 50mmX100M	50mmX100M	540.00	9.8000
COLLE NEOPRENE LIQUIDE BOSTIK-500GRS- SADER	SADER	1.00	42.0000
POINCON SUPERIEUR-25X40 5881-155	5881-155	12.00	2860.0000
BROSSE LAVEUSE NOIR DIAM 25	DIAM 25	10.00	100.0000
RELAIS A BROCHE MY4IN 220/240VAC (S) RELAIS MINIATURE,INDICATEUR DEL,BOUTON DE TEST,220/240 VC.A.,4 INVERSEURS,5A,MONTAGE SUR SOCLE OMRON	MY4IN 220/240VAC (S) RELAIS MINIATURE,INDICATEUR DEL,BOUTON DE TEST,220/240 VC.A.,4 INVERSEURS,5A,MONTAGE SUR SOCLE OMRON	20.00	106.0000
RELAIS A BROCHE MY4IN 110/120VAC (S) RELAIS MINIATURE,INDICATEUR DEL,BOUTON DE TEST,110/120 VC.A.,4 INVERSEURS,5A,MONTAGE SUR SOCLE OMRON	MY4IN 110/120VAC (S) RELAIS MINIATURE,INDICATEUR DEL,BOUTON DE TEST,110/120 VC.A.,4 INVERSEURS,5A,MONTAGE SUR SOCLE OMRON	10.00	103.0000
COURROIE B-197	B-197	2.00	303.0000
ROBINET LAITON 1/2"	1/2"	1.00	40.0000
ECROU D16	D16	10.00	1.5000
ATTACHE CHAINE DOUBLE 06B2-PAS=3/8	06B2-PAS=3/8	12.00	4.5000
POINCON INFERIEUR-25X40 5492-155	5492-155	10.00	2860.0000
BOBINE FEUILLARD EN POLYPROPYLENE PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	21.00	320.0000
COURROIE A-71	A-71	2.00	58.0000
REFRIGERANT MOTEUR 7N0165-930	7N0165-930	1.00	1400.0000
BROSSE PEINTURE PLATE 21-45MM	21-45MM	1.00	15.0000
DISJONCTEUR C63-63A-4P-160TMD ABB	C63-63A-4P-160TMD ABB	1.00	785.0000
ARRET HUILE POMPE HYDRAULIQUE CAT930	CAT930	1.00	230.0000
VIS TC 8X80	8X80	4.00	2.0900
COURROIE THERMO-SOUDABLE-SICC100% PU "B"CRETE NORMALE VERTE SANS FIL 10407	10407	60.00	38.5000
ECROU D24	D24	10.00	4.0000
GUIDE COURROIE VERT PLAT 15394-H-075	15394-H-075	10.00	132.0000
BAGUE CONFECTIONNEE 38X26X28	38X26X28	20.00	70.0000
TUBE ANNELE DIP ROUGE D160/D110	D160/D110	8.00	30.0000
COURROIE DENTEE 510L075-36674	510L075-36674	20.00	79.7500
TIGE RECTIFIE 20X160	20X160	1.00	100.0000
AXE 35X20X38 TROU=10MM	35X20X38 TROU=10MM	20.00	80.0000
COURROIE THERMOSOUDABLE PLATE 13X8 -10400	13X8 CODE:10400	60.00	25.8500
TIGE FILETE D24MMX1000MM	D24MMX1000MM	4.00	80.0000
COURROIE THERMOSOUDABLE-SICC100% PU "A" VERTE-N/A TRANSPARENTE-77876	77876	60.00	58.8500
COURROIE RONDE THERMO-SOUDABLE D12-10439(metres)-VERTE	D12-10439(metres)-VERTE	50.00	31.3500
PRISE ETANCHE FEMELLE 2P+T-220V	2P+T-220V	5.00	20.0000
CABLE ELECTRIQUE SOUPLE 3X2,5mm²	3X2,5mm²	100.00	16.5000
PIGNON DOUBLE 19D 3/8	19D 3/8	8.00	48.0000
INTERRUPTEUR ETANCHE SIMPLE 10610	10610	5.00	23.0000
ARRET URGENCE PB2-BS542 TOSUN	PB2-BS542 TOSUN	2.00	20.0000
PALIER UCPA 204	204	10.00	58.0000
BOITE A BOUTON XAL-BO1 LEAGLO	XAL-BO1 LEAGLO	3.00	16.0000
ROULEAU CONVOYEUR 520X60-AXE=20MM-MI PLAT=14MM	520X60	10.00	100.0000
SILICONNE REINZOSIL +300°c-70ml	+300°c-70ml	3.00	33.3400
ROULEAU CONVOYEUR 240X60-AXE=20MM-MI PLAT=14MM	240X60	20.00	60.0000
PROLONGATEUR 3P+T-32A	3P+T-32A	1.00	35.0000
PRISE FEMELLE 3P+T-16A-380V	3P+T-16A-380V	1.00	40.0000
HUILE SPINDLE-10W	SPINDLE-10W	60.00	35.4000
DISJONCTEUR MAGNETO-THERMIQUE GV2 ME20 13 -18A	GV2 ME20 13 -18A	1.00	585.0000
ROULEMENT 2012 HK	2012 HK	40.00	8.0000
VERIN DOUBLE EFFET Ø40-COURSE 250	Ø40-COURSE 250	1.00	800.0000
FICHE MALE 3P+T-16A-220/380V	3P+T-16A-220/380V	2.00	30.0000
ROULEMENT 2016 HK	2016 HK	56.00	8.5000
REDUCTION CHROME 1/2"X1/4"	1/2"X1/4"	4.00	18.0000
SERRURE ENCASTRABLE-KNOF	KNOF	1.00	72.0000
DISQUE A TRONCONNER 230X1,9X22,23	230X1,9X22,23	10.00	14.0000
PLAQUE PERCEE & TARODEE-FRAISEE	SS	4.00	200.0000
POULIE ALESEE 36X26	36X26	3.00	70.0000
AXE 25X200 D.CLV	25X200 D.CLV	2.00	150.0000
AXE 25X140 ALESE 24X70 CLV 8	25X140	2.00	30.0000
PIECE SPECIALE TEFLON 50X70 D.INT=18	50X70 D.INT=18	2.00	150.0000
AXE 19X80-CLV=6	19X80-CLV=6	2.00	80.0000
BALAI CANTONNIER 400MM-PVC FIBRE	400MM-PVC FIBRE	1.00	41.6700
BOUCHON TEFLON	SS	2.00	280.0000
RELAIS A BROCHE SIB-C43-090	C43-090	10.00	60.0000
BOULON TH 8X20	8X20	50.00	0.8500
POULIE ALESEE 34X4	34X4	1.00	70.0000
COURROIE A-45	A-45	1.00	37.5000
COLLIER SERRAGE 10X16	10X16	15.00	2.5000
MANCHE BALAI CANTONNIER 1,20 MTS	1,20 MTS	1.00	15.0000
COURROIE B-96	B-96	4.00	130.0000
RONDELLE PLATE D10	D10	100.00	0.1500
TUBE POLYURETHANE D6X8-BLEU	D6X8-BLEU	10.00	7.5000
PAQUET COLLIER COLSONG 7,6X400(100 unites)	7,6X400	1.00	55.0000
PAQUET COLLIER COLSONG 4,8X400(100 unites)	4,8X400	1.00	32.0000
PAQUET COLLIER COLSONG 7,6X400(100 unites)-NOIR	7,6X400	1.00	55.0000
TE RAPIDE D8	D8	4.00	21.0000
VIS ST 8X10	8X10	30.00	0.8500
VIS TC 8X20	8X20	50.00	0.9500
VIS ST 8X16	8X16	10.00	1.0000
FEUILLE PAPIER IMPERMEABLE P180-23X28CM	P180-23X28CM	40.00	3.5000
DURITE FLEXIBLE D50	D50	0.25	200.0000
SCOTCH TRANSPARENT 50mmX100M	50mmX100M	360.00	9.8000
PIGNON ALESE D19-CLV=6	D19-CLV=6	4.00	100.0000
ROULEAU L.1750 89.03.423.X3	89.03.423.X3	0.00	0.0000
BOBINE FEUILLARD EN POLYPROPYLENE PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	8.00	320.0000
CHAPES A PICOTS PP 16M/M	PP 16M/M	6000.00	0.1200
COURROIE C-208	C-208	2.00	325.0000
BAGUE BRONZE CONF SANS MATERIEL 35X25X40	35X25X40	4.00	90.0000
DISJONCTEUR 5SX23 5SY6306-7 SIB-C49-272	C49-272	2.00	208.3300
CABLE SOUPLE SV 6MM²-ROUGE	6MM²	10.00	10.5000
PIGNON ALESE D30	D30	3.00	63.0000
RONDELLE CONFECTIONNE 120X70X8	120X70X8	2.00	126.0000
POULIE 45X17X22	45X17X22	8.00	63.0000
CABLE SOUPLE SV 6MM²-BLEU	6MM²	5.00	10.5000
PRISE ETANCHE FEMELLE 2P+T-220V	2P+T-220V	2.00	20.8300
BAGUE BRONZE CONF SANS MATERIEL 35X25X60	35X25X60	2.00	126.0000
PIECE CARRE CONFECTIONNE 95X95X8	95X95X8	2.00	126.0000
DISJONCTEUR C63N-63A-4P-ABB	C60N-63A-4P	1.00	250.0000
COURROIE C-300	C-300	6.00	465.0000
CIRCLIPS D.int 40	D.int 40	10.00	4.0000
TETE COMPRESSEUR-AIR 500 LT-7,5 CV-5,5KW-380V	500 LT-7,5 CV-5,5KW-380V	1.00	6400.0000
ROND BRONZE PLEIN B3(CUSN12) D35	D35	4.80	230.0000
PIGNON SIMPLE 32D 1/2	32D 1/2	1.00	75.0000
PIGNON SIMPLE 21D 3/8	21D 3/8	2.00	55.0000
FER PLAT 20X4X6000mm	20X4X6000mm	1.00	45.0000
FER A U D30	D30	1.00	140.0000
ATTACHE CHAINE DOUBLE 10B2-PAS=5/8	10B2-PAS=5/8	6.00	8.0000
TUBE RECTANGULAIRE 60X40X2	60X40X2	1.00	280.0000
CHAINE DOUBLE(metres) 10B2-PAS=5/8	10B2-PAS=5/8	5.00	135.0000
TUBE ANNELE ARME 21 MM	21 MM	50.00	12.0000
ACCUMULATEUR 05220012	05220012	2.00	14.0000
PIECE-COTE SPECIAL D30	D30	10.00	162.0000
ECROU D10	D10	100.00	0.4100
TOLE DECOUPE E24-EP12	E24-EP12	4.00	550.0000
RONDELLE PLATE 10X30	10X30	100.00	0.3500
ROULEMENT 608	608	27.00	17.3350
COURROIE B-151	B-151	4.00	158.3300
GANT PLASTIC	EP:0,38 MM- LARG 30CM	3.00	10.0000
ECROU D12	D12	6.00	1.0000
PEINTURE BLANCHE ARLAC-1KG	ARLAC-1KG	1.00	35.0000
TEFLON 50mtX19mmX1mm	50mtX19mmX1mm	10.00	20.8300
POULIE 93X22X47	93X22X47	2.00	216.0000
GANT CUIR M/C	M/C	40.00	10.0000
CABLE ELECTRIQUE SOUPLE 4X2,5mm²	4X2,5mm²	100.00	18.0000
BOULON TH 12X120	12X120	6.00	5.0000
DISJONCTEUR 5SX22 5SY4203-8 SIB-C49-256	C49-256	1.00	208.3300
COURROIE B-162	B-162	4.00	235.0000
SCOTCH ISOLANT 19mmX0,13mmX20m	19mmX0,13mmX20m	10.00	6.0000
COURROIE C-72	C-72	2.00	162.0000
BROSSE PEINTURE PLATE 70MM	70MM	1.00	25.0000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
HUILE SPINDLE-10W	SPINDLE-10W	20.00	35.4000
POULIE 93X21X20-CLV=6	93X21X20-CLV=6	2.00	216.0000
CLOU-POINTE 15X50	15X50	10.00	16.0000
CHIFFON HYGIENNIQUE 1er CHOIX	1er CHOIX	20.00	8.4000
JEU LAME DE SCIE-5 LAMES- T144D	T144D	1.00	32.0000
TOLE GALVANISE 18/10(2X1)	18/10(2X1)	2.00	600.0000
BALAI CANTONNIER 400MM-PVC FIBRE	400MM-PVC FIBRE	1.00	41.6700
CONTACTEUR LC1 D32-220V	LC1 D32-220V	2.00	650.0000
AXE REDUCTEUR RECHARGE D.CLV=6	D.CLV=6	2.00	100.0000
SERRURE ENCASTRABLE-KNOF	KNOF	1.00	80.0000
BAGUE POULIE Ø19 CLV 6MM	Ø19 CLV 6MM	1.00	150.0000
POIGNEE PORTE SS	SS	1.00	90.0000
TOLE NOIR 17/10(2X1)	17/10(2X1)	1.00	480.0000
HUILE DEGRIPANT 1000	1000	2.00	25.0000
MANCHE BALAI CANTONNIER 1,20 MTS	1,20 MTS	1.00	15.0000
BOITE ETANCHE 100X100	100X100	2.00	6.0000
COSSE A SERTIR 6MM²T6	6MM²T6	15.00	1.2500
TUBE ANNELE ARME 11 MM	11 MM	50.00	6.0000
CONTACTEUR LC1 D32-110V	LC1 D32-110V	1.00	600.0000
GONFLEUR 930	930	1.00	3300.0000
PREFILTRE POUSSIERE 955 CHENILLE	955 CHENILLE	1.00	120.0000
COURROIE C-315	C-315	2.00	480.0000
POMPE HYDRAULIQUE 25G-CAT930	25G-CAT930	1.00	3100.0000
HUILE SPINDLE-10W	SPINDLE-10W	20.00	35.4000
COFFRET POLYESTER 650X515X250MM	650X515X250MM	1.00	750.0000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
FORET CYL HSS COBALT D5	D5	4.00	12.5000
FORET CYL HSS COBALT D4,5	D4,5	7.00	11.0000
ECROU INOX D4	D4	50.00	0.2500
ADHERENT COURROIE ORAPI-953-400ML	ORAPI-953-400ML	2.00	195.0000
FORET CYL HSS COBALT D4	D4	3.00	10.0000
VIS TH INOX 4X25	4X25	50.00	0.4500
COURROIE DENTEE 510L075	510L075	2.00	215.0000
DISQUE A LAMELLE 125	125	25.00	7.0000
CABLE ELECTRIQUE SOUPLE 2X1,5mm²	2X1,5mm²	70.00	7.2000
PIGNON ALESE D20-TR=8	20	4.00	36.0000
PIGNON DOUBLE 19D 3/8	19D 3/8	3.00	48.0000
COURROIE B-54	B-54	8.00	60.0000
TIGE A COTES TOURNES 20X210	20X210	2.00	144.0000
BOBINE FEUILLARD EN POLYPROPYLENE PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	6.00	320.0000
SCOTCH TRANSPARENT 50mmX100M	50mmX100M	360.00	9.8000
CABLE ELECTRIQUE SOUPLE 2X1,5mm²	2X1,5mm²	30.00	7.2000
FORET CYL HSS D4	D4	4.00	3.0000
FORET CYL HSS D5	D5	2.00	4.1700
FUSIBLE DIAZED 20A-500V	20A-500V	1.00	882.0000
LAME DE SCIE 300mm/12"	300mm/12"	4.00	11.0000
PIECE CARRE PERCEE & CLAVETTE	SS	1.00	162.0000
AXE 40X18X30	40X18X30	5.00	468.0000
TOLE GALVANISE 18/10(2X1)	18/10(2X1)	1.00	600.0000
AXE 18X140	18X140	5.00	342.0000
VIS AUTO PERCEUSE 4,8X32	4,8X32	250.00	0.3500
BLOC ADDITIF LA DN 40-SCHNEIDER ELECTRIC	LA DN 40-SCHNEIDER ELECTRIC	2.00	60.0000
PIGNON RECHARGE & BAGUE EXTERIEUR	SS	1.00	216.0000
PALIER UCPA 204	204	8.00	58.0000
PRISE FEMELLE 2P+T-16A-380V	2P+T-16A-380V	1.00	35.0000
PINCEAU ROND N°16	N°16	1.00	4.0000
PEINTURE NOIRE 250G	250G	1.00	14.0000
CABLE ELECTRIQUE SOUPLE 3X2,5mm²	3X2,5mm²	50.00	16.5000
FLEXIBLE COMPLET R2 5/16	R2 5/16	1.00	85.0000
MESURE CENTIGRAFFE 5MTS-19mm	5MTS-19mm	1.00	50.0000
GANT NOIR ARMANO	ARMANO	2.00	12.0000
VANNE A BOISSEAU SPHERIQUE 1"	1"	2.00	135.0000
CONTACTEUR LC1 D32-110V	LC1 D32-110V	2.00	650.0000
CHAPES A PICOTS PP 16M/M	PP 16M/M	6000.00	0.1200
IMPRIMATION ROUGE BRUN 5KG	5KG	1.00	79.0000
ARRET HUILE 50X72X8	50X72X8	4.00	10.0000
CONTACTEUR LC1 D32-220V	LC1 D32-220V	2.00	695.0000
COMBINE CERCLAGE 16MM	16MM	2.00	1840.0000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
HUILE VP SAE-90	VP SAE-90	20.00	33.0000
DILUANT CELLULOSIQUE OPTIMA-4,5L	OPTIMA-4,5L	1.00	89.0000
GANT CUIR M/C	M/C	27.00	10.0000
BOBINE FEUILLARD EN POLYPROPYLENE PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	PP1508ECO-NR-D1-15X0.8 MM ECO DIAM 200MM-POIDS 10KG	10.00	320.0000
SCOTCH TRANSPARENT 50mmX100M	50mmX100M	360.00	9.8000
COURROIE OUVERTE DENTEE PU H075 DEVELOP.11000MM AVEC NID ABEILLE ROUGE L=2000MM SP..100MM 105062	105062	2.00	902.0000
SILICONNE HT TECSIL 5050-300ML	TECSIL 5050-300ML	2.00	50.0000
BLOC CONTACT AUXILIAIRE 3RH2911-1FA22-91855	3RH2911-1FA22-91855	10.00	110.0000
PROFIL PINCE VERT TYPE "P" 40X3MM-39337	39337	50.00	23.6500
BOUCLEUR ROULEAU L.60-64187	L.60-64187	400.00	11.2200
CONTACTEUR-SIEMENS-3RH2140-1BB40-24VDC 107633	3RH2140-1BB40-24VDC 107633	10.00	297.0000
COURROIE B-64	B-64	3.00	90.0000
HUILE MEGA-40  5LT	MEGA-40  5LT	5.00	178.0000
ROND 42CD4 TRAITE 90 KGS COULEE 7024701E DIAM120-R42CD4012000000000-275/LONG=1550	DIAM120-R42CD4012000000000-275/LONG=1550	1.00	2675.0000
BROSSE METALIQUE A MANCHE S325CI	S325CI	2.00	20.0000
HUILE SPINDLE-10W	SPINDLE-10W	20.00	35.4000
CROCHET GALVANISE	SS	20.00	11.0000
ECROU D16	D16	9.00	2.0000
COURROIE B-64	B-64	3.00	90.0000
